Date,Month,Day,Room_Type,Price,Customer_Rating,Booking_Source,Country
2024-07-08,7,8,Double,132,3,Online,Japan
2024-07-08,7,8,Deluxe,211,4,Corporate,Canada
2024-07-08,7,8,Deluxe,297,5,Online,Germany
2024-07-08,7,8,Single,96,1,Corporate,Japan
2024-07-08,7,8,Single,97,2,Walk-in,India
2024-07-08,7,8,Suite,278,5,Walk-in,Germany
2024-07-08,7,8,Double,97,2,Travel Agency,USA
2024-07-08,7,8,Deluxe,249,1,Walk-in,India
2024-07-08,7,8,Single,81,2,Online,Australia
2024-07-08,7,8,Double,140,5,Travel Agency,USA
2024-07-08,7,8,Single,97,2,Corporate,France
2024-07-09,7,9,Suite,187,4,Travel Agency,India
2024-07-09,7,9,Single,90,1,Online,India
2024-07-09,7,9,Deluxe,260,1,Travel Agency,Japan
2024-07-09,7,9,Double,115,3,Corporate,Germany
2024-07-09,7,9,Deluxe,257,3,Walk-in,India
2024-07-09,7,9,Double,149,5,Walk-in,Canada
2024-07-09,7,9,Deluxe,213,4,Corporate,Japan
2024-07-09,7,9,Single,66,1,Walk-in,Canada
2024-07-09,7,9,Double,146,5,Walk-in,India
2024-07-09,7,9,Single,54,2,Walk-in,UK
2024-07-09,7,9,Double,140,4,Corporate,France
2024-07-09,7,9,Single,69,4,Walk-in,France
2024-07-09,7,9,Double,137,5,Corporate,Japan
2024-07-09,7,9,Suite,171,2,Online,UK
2024-07-09,7,9,Double,121,5,Walk-in,UK
2024-07-09,7,9,Double,103,4,Corporate,France
2024-07-09,7,9,Suite,202,5,Online,Japan
2024-07-09,7,9,Suite,268,2,Corporate,India
2024-07-09,7,9,Single,58,1,Travel Agency,Germany
2024-07-09,7,9,Double,149,5,Walk-in,France
2024-07-10,7,10,Double,130,4,Online,UK
2024-07-10,7,10,Single,99,4,Travel Agency,France
2024-07-10,7,10,Deluxe,388,1,Corporate,UK
2024-07-10,7,10,Suite,253,2,Corporate,Australia
2024-07-10,7,10,Double,133,1,Walk-in,Japan
2024-07-10,7,10,Double,122,3,Online,Japan
2024-07-10,7,10,Deluxe,340,5,Travel Agency,Japan
2024-07-10,7,10,Single,83,4,Corporate,UK
2024-07-10,7,10,Double,142,1,Walk-in,France
2024-07-10,7,10,Double,86,3,Online,Canada
2024-07-11,7,11,Suite,280,4,Corporate,Australia
2024-07-11,7,11,Single,57,1,Travel Agency,India
2024-07-11,7,11,Double,132,1,Travel Agency,UK
2024-07-11,7,11,Deluxe,338,4,Walk-in,Canada
2024-07-11,7,11,Suite,169,3,Corporate,USA
2024-07-11,7,11,Deluxe,210,5,Travel Agency,Japan
2024-07-11,7,11,Deluxe,301,1,Corporate,India
2024-07-11,7,11,Deluxe,372,3,Online,UK
2024-07-11,7,11,Deluxe,323,5,Online,Australia
2024-07-11,7,11,Deluxe,280,1,Online,UK
2024-07-11,7,11,Double,94,3,Corporate,Germany
2024-07-11,7,11,Suite,227,3,Corporate,Japan
2024-07-11,7,11,Double,112,2,Corporate,Canada
2024-07-11,7,11,Deluxe,395,5,Travel Agency,Germany
2024-07-11,7,11,Single,96,2,Travel Agency,Japan
2024-07-11,7,11,Deluxe,330,2,Travel Agency,Germany
2024-07-11,7,11,Suite,237,3,Travel Agency,UK
2024-07-11,7,11,Double,136,2,Travel Agency,UK
2024-07-11,7,11,Suite,289,4,Online,India
2024-07-12,7,12,Deluxe,259,4,Travel Agency,India
2024-07-12,7,12,Double,99,5,Online,Japan
2024-07-12,7,12,Single,57,2,Walk-in,India
2024-07-12,7,12,Double,149,3,Online,USA
2024-07-12,7,12,Deluxe,257,2,Online,Japan
2024-07-12,7,12,Suite,178,2,Walk-in,Germany
2024-07-12,7,12,Deluxe,300,4,Travel Agency,France
2024-07-12,7,12,Double,121,5,Walk-in,France
2024-07-12,7,12,Double,147,3,Travel Agency,Canada
2024-07-12,7,12,Suite,252,3,Travel Agency,Australia
2024-07-12,7,12,Deluxe,370,5,Online,Japan
2024-07-12,7,12,Deluxe,349,3,Walk-in,France
2024-07-12,7,12,Single,69,3,Walk-in,France
2024-07-12,7,12,Suite,271,1,Walk-in,India
2024-07-12,7,12,Single,95,2,Travel Agency,Australia
2024-07-12,7,12,Suite,228,2,Online,India
2024-07-12,7,12,Single,60,5,Walk-in,India
2024-07-12,7,12,Deluxe,303,2,Online,Canada
2024-07-12,7,12,Suite,255,3,Corporate,Japan
2024-07-12,7,12,Single,69,4,Travel Agency,India
2024-07-13,7,13,Single,51,5,Corporate,France
2024-07-13,7,13,Double,119,5,Online,Canada
2024-07-13,7,13,Deluxe,222,4,Walk-in,USA
2024-07-13,7,13,Deluxe,227,4,Corporate,Japan
2024-07-13,7,13,Single,78,3,Online,Australia
2024-07-13,7,13,Single,99,5,Online,Canada
2024-07-13,7,13,Single,54,5,Travel Agency,Germany
2024-07-13,7,13,Deluxe,333,2,Travel Agency,USA
2024-07-13,7,13,Suite,274,4,Walk-in,Australia
2024-07-13,7,13,Suite,243,4,Travel Agency,UK
2024-07-13,7,13,Double,111,5,Corporate,Canada
2024-07-13,7,13,Double,137,4,Walk-in,USA
2024-07-13,7,13,Single,95,1,Corporate,USA
2024-07-13,7,13,Suite,295,2,Online,UK
2024-07-13,7,13,Suite,184,4,Online,Japan
2024-07-13,7,13,Deluxe,363,4,Corporate,UK
2024-07-13,7,13,Single,52,3,Online,USA
2024-07-13,7,13,Suite,231,2,Walk-in,Japan
2024-07-13,7,13,Double,136,3,Travel Agency,France
2024-07-13,7,13,Single,53,2,Online,Germany
2024-07-14,7,14,Deluxe,205,3,Corporate,UK
2024-07-14,7,14,Suite,227,5,Travel Agency,Germany
2024-07-14,7,14,Double,135,1,Online,USA
2024-07-14,7,14,Deluxe,277,1,Online,USA
2024-07-14,7,14,Deluxe,348,1,Walk-in,UK
2024-07-14,7,14,Deluxe,252,1,Online,USA
2024-07-14,7,14,Single,54,4,Travel Agency,Canada
2024-07-14,7,14,Single,67,3,Corporate,USA
2024-07-14,7,14,Single,81,5,Online,India
2024-07-14,7,14,Double,98,5,Corporate,Canada
2024-07-14,7,14,Single,63,1,Online,Germany
2024-07-15,7,15,Single,80,3,Online,Germany
2024-07-15,7,15,Suite,153,4,Corporate,France
2024-07-15,7,15,Suite,277,2,Online,Germany
2024-07-15,7,15,Single,60,2,Corporate,UK
2024-07-15,7,15,Single,92,1,Online,France
2024-07-15,7,15,Single,52,4,Travel Agency,UK
2024-07-15,7,15,Deluxe,268,1,Corporate,Australia
2024-07-15,7,15,Double,82,2,Travel Agency,Australia
2024-07-15,7,15,Deluxe,383,4,Travel Agency,Germany
2024-07-15,7,15,Double,144,1,Travel Agency,Canada
2024-07-15,7,15,Single,89,4,Walk-in,UK
2024-07-15,7,15,Deluxe,300,2,Walk-in,Australia
2024-07-15,7,15,Deluxe,227,1,Online,France
2024-07-15,7,15,Single,88,3,Walk-in,Australia
2024-07-16,7,16,Single,79,3,Walk-in,UK
2024-07-16,7,16,Suite,291,1,Walk-in,India
2024-07-16,7,16,Double,139,4,Corporate,Canada
2024-07-16,7,16,Deluxe,384,2,Corporate,UK
2024-07-16,7,16,Suite,284,2,Walk-in,UK
2024-07-16,7,16,Double,134,3,Online,Japan
2024-07-16,7,16,Single,97,5,Travel Agency,Australia
2024-07-16,7,16,Double,147,1,Corporate,India
2024-07-16,7,16,Double,98,2,Online,UK
2024-07-16,7,16,Suite,155,1,Online,Canada
2024-07-16,7,16,Single,81,5,Corporate,India
2024-07-16,7,16,Suite,197,3,Online,Japan
2024-07-16,7,16,Double,117,3,Corporate,USA
2024-07-16,7,16,Double,116,5,Walk-in,Japan
2024-07-16,7,16,Double,108,5,Travel Agency,Canada
2024-07-16,7,16,Double,101,4,Walk-in,Canada
2024-07-17,7,17,Suite,233,1,Online,Japan
2024-07-17,7,17,Single,70,4,Online,Germany
2024-07-17,7,17,Suite,206,4,Corporate,India
2024-07-17,7,17,Suite,172,1,Walk-in,UK
2024-07-17,7,17,Suite,234,4,Corporate,France
2024-07-17,7,17,Single,84,5,Online,Australia
2024-07-17,7,17,Deluxe,383,1,Online,Germany
2024-07-17,7,17,Single,53,4,Corporate,Japan
2024-07-17,7,17,Double,128,1,Travel Agency,India
2024-07-17,7,17,Suite,294,3,Corporate,Japan
2024-07-17,7,17,Suite,159,1,Travel Agency,UK
2024-07-17,7,17,Deluxe,368,1,Corporate,Germany
2024-07-17,7,17,Single,58,2,Travel Agency,Japan
2024-07-17,7,17,Single,88,5,Corporate,France
2024-07-18,7,18,Double,99,3,Travel Agency,Japan
2024-07-18,7,18,Deluxe,265,5,Travel Agency,India
2024-07-18,7,18,Single,96,3,Walk-in,Japan
2024-07-18,7,18,Deluxe,271,3,Online,Germany
2024-07-18,7,18,Single,83,1,Online,Canada
2024-07-18,7,18,Single,77,4,Walk-in,Japan
2024-07-18,7,18,Double,148,5,Online,Japan
2024-07-18,7,18,Single,69,4,Travel Agency,Japan
2024-07-18,7,18,Deluxe,308,5,Corporate,India
2024-07-18,7,18,Double,96,4,Travel Agency,India
2024-07-18,7,18,Suite,234,2,Travel Agency,Germany
2024-07-18,7,18,Suite,217,5,Corporate,USA
2024-07-18,7,18,Suite,290,1,Walk-in,India
2024-07-18,7,18,Single,81,1,Travel Agency,Australia
2024-07-18,7,18,Deluxe,286,1,Online,Canada
2024-07-18,7,18,Suite,229,3,Travel Agency,India
2024-07-19,7,19,Double,101,2,Online,Canada
2024-07-19,7,19,Double,101,1,Walk-in,Canada
2024-07-19,7,19,Double,83,2,Travel Agency,Canada
2024-07-19,7,19,Single,96,3,Travel Agency,USA
2024-07-19,7,19,Suite,246,3,Walk-in,Germany
2024-07-19,7,19,Deluxe,361,5,Walk-in,Canada
2024-07-19,7,19,Suite,272,2,Corporate,India
2024-07-19,7,19,Deluxe,384,5,Walk-in,Germany
2024-07-19,7,19,Double,134,4,Online,Germany
2024-07-19,7,19,Double,104,2,Online,Japan
2024-07-20,7,20,Suite,179,3,Travel Agency,Germany
2024-07-20,7,20,Deluxe,222,5,Walk-in,UK
2024-07-20,7,20,Deluxe,277,3,Corporate,Canada
2024-07-20,7,20,Deluxe,256,3,Online,Canada
2024-07-20,7,20,Single,73,3,Online,India
2024-07-20,7,20,Double,83,5,Online,UK
2024-07-20,7,20,Double,119,3,Travel Agency,Germany
2024-07-20,7,20,Single,94,2,Walk-in,Japan
2024-07-20,7,20,Single,75,4,Walk-in,Germany
2024-07-20,7,20,Double,140,4,Online,Australia
2024-07-20,7,20,Single,51,3,Walk-in,France
2024-07-20,7,20,Suite,183,2,Online,Germany
2024-07-20,7,20,Deluxe,312,4,Corporate,Japan
2024-07-20,7,20,Suite,155,2,Walk-in,France
2024-07-20,7,20,Double,85,2,Travel Agency,India
2024-07-20,7,20,Double,87,4,Travel Agency,Canada
2024-07-20,7,20,Suite,275,1,Corporate,Canada
2024-07-20,7,20,Deluxe,400,1,Online,Japan
2024-07-20,7,20,Deluxe,390,5,Corporate,Canada
2024-07-21,7,21,Double,96,3,Travel Agency,Japan
2024-07-21,7,21,Deluxe,255,1,Online,Australia
2024-07-21,7,21,Suite,299,4,Online,USA
2024-07-21,7,21,Single,94,5,Corporate,Japan
2024-07-21,7,21,Deluxe,256,2,Online,Canada
2024-07-21,7,21,Deluxe,299,4,Travel Agency,Japan
2024-07-21,7,21,Double,115,1,Online,UK
2024-07-21,7,21,Deluxe,373,2,Corporate,France
2024-07-21,7,21,Suite,271,5,Walk-in,India
2024-07-21,7,21,Suite,155,5,Corporate,USA
2024-07-21,7,21,Double,123,1,Walk-in,Canada
2024-07-21,7,21,Suite,290,1,Online,UK
2024-07-21,7,21,Suite,296,2,Online,USA
2024-07-21,7,21,Deluxe,226,5,Corporate,Australia
2024-07-21,7,21,Double,91,1,Online,France
2024-07-21,7,21,Double,134,2,Walk-in,India
2024-07-21,7,21,Deluxe,397,2,Corporate,USA
2024-07-21,7,21,Deluxe,285,4,Travel Agency,USA
2024-07-22,7,22,Single,51,3,Walk-in,Japan
2024-07-22,7,22,Single,50,5,Online,Australia
2024-07-22,7,22,Deluxe,212,1,Walk-in,Australia
2024-07-22,7,22,Double,86,4,Corporate,Japan
2024-07-22,7,22,Deluxe,392,2,Corporate,India
2024-07-22,7,22,Double,116,3,Online,USA
2024-07-22,7,22,Single,52,4,Travel Agency,USA
2024-07-22,7,22,Deluxe,293,1,Corporate,USA
2024-07-22,7,22,Suite,189,5,Online,France
2024-07-22,7,22,Deluxe,358,5,Online,UK
2024-07-22,7,22,Double,128,1,Corporate,Germany
2024-07-22,7,22,Deluxe,290,3,Travel Agency,Canada
2024-07-22,7,22,Suite,190,5,Online,USA
2024-07-22,7,22,Suite,281,3,Walk-in,USA
2024-07-22,7,22,Single,99,5,Walk-in,UK
2024-07-23,7,23,Deluxe,205,5,Corporate,Japan
2024-07-23,7,23,Deluxe,272,1,Travel Agency,UK
2024-07-23,7,23,Double,140,1,Online,USA
2024-07-23,7,23,Suite,182,4,Travel Agency,Australia
2024-07-23,7,23,Double,111,4,Online,India
2024-07-23,7,23,Deluxe,250,4,Corporate,USA
2024-07-23,7,23,Double,116,1,Corporate,France
2024-07-23,7,23,Double,101,2,Online,Canada
2024-07-23,7,23,Deluxe,205,5,Online,France
2024-07-23,7,23,Double,101,1,Travel Agency,Japan
2024-07-23,7,23,Deluxe,225,2,Travel Agency,Germany
2024-07-23,7,23,Suite,233,4,Corporate,UK
2024-07-23,7,23,Double,115,1,Travel Agency,France
2024-07-23,7,23,Deluxe,353,5,Corporate,France
2024-07-24,7,24,Double,111,4,Online,France
2024-07-24,7,24,Deluxe,369,3,Travel Agency,Japan
2024-07-24,7,24,Double,149,1,Walk-in,Australia
2024-07-24,7,24,Deluxe,347,1,Corporate,Australia
2024-07-24,7,24,Single,94,5,Online,USA
2024-07-24,7,24,Double,124,2,Online,UK
2024-07-24,7,24,Suite,266,5,Corporate,France
2024-07-24,7,24,Deluxe,315,4,Travel Agency,Japan
2024-07-24,7,24,Double,120,1,Corporate,India
2024-07-24,7,24,Deluxe,210,3,Online,India
2024-07-24,7,24,Single,69,4,Travel Agency,USA
2024-07-24,7,24,Single,81,2,Walk-in,USA
2024-07-24,7,24,Suite,290,1,Online,Japan
2024-07-24,7,24,Single,93,5,Travel Agency,India
2024-07-24,7,24,Suite,298,5,Online,India
2024-07-24,7,24,Double,104,1,Walk-in,Canada
2024-07-24,7,24,Double,103,3,Travel Agency,Germany
2024-07-24,7,24,Double,110,4,Corporate,France
2024-07-24,7,24,Suite,169,4,Online,USA
2024-07-25,7,25,Single,79,2,Corporate,Japan
2024-07-25,7,25,Suite,290,3,Walk-in,UK
2024-07-25,7,25,Deluxe,272,3,Corporate,UK
2024-07-25,7,25,Deluxe,389,5,Travel Agency,Australia
2024-07-25,7,25,Double,144,2,Online,USA
2024-07-25,7,25,Single,90,3,Walk-in,India
2024-07-25,7,25,Double,145,5,Online,UK
2024-07-25,7,25,Single,55,2,Walk-in,USA
2024-07-25,7,25,Suite,272,4,Corporate,USA
2024-07-25,7,25,Single,98,1,Travel Agency,Germany
2024-07-25,7,25,Double,84,5,Walk-in,France
2024-07-25,7,25,Single,63,1,Walk-in,Germany
2024-07-25,7,25,Suite,259,5,Travel Agency,Germany
2024-07-26,7,26,Single,73,5,Corporate,India
2024-07-26,7,26,Single,69,1,Walk-in,USA
2024-07-26,7,26,Double,136,5,Corporate,Japan
2024-07-26,7,26,Suite,237,4,Online,India
2024-07-26,7,26,Single,99,3,Online,France
2024-07-26,7,26,Deluxe,328,1,Travel Agency,UK
2024-07-26,7,26,Double,150,2,Online,Australia
2024-07-26,7,26,Single,56,4,Online,France
2024-07-26,7,26,Double,136,4,Walk-in,USA
2024-07-26,7,26,Deluxe,243,5,Online,France
2024-07-26,7,26,Suite,265,3,Walk-in,UK
2024-07-26,7,26,Single,55,5,Walk-in,Australia
2024-07-26,7,26,Single,57,4,Corporate,USA
2024-07-27,7,27,Deluxe,375,3,Walk-in,Canada
2024-07-27,7,27,Single,55,5,Online,USA
2024-07-27,7,27,Deluxe,251,3,Online,UK
2024-07-27,7,27,Double,105,2,Corporate,Japan
2024-07-27,7,27,Deluxe,247,2,Walk-in,USA
2024-07-27,7,27,Single,90,1,Online,USA
2024-07-27,7,27,Double,147,5,Corporate,Japan
2024-07-27,7,27,Double,98,4,Online,India
2024-07-27,7,27,Single,77,3,Online,Canada
2024-07-27,7,27,Single,56,3,Travel Agency,India
2024-07-27,7,27,Suite,150,2,Walk-in,India
2024-07-27,7,27,Single,84,1,Walk-in,France
2024-07-27,7,27,Deluxe,335,5,Travel Agency,Japan
2024-07-27,7,27,Deluxe,364,5,Corporate,Japan
2024-07-27,7,27,Single,100,5,Travel Agency,Germany
2024-07-27,7,27,Suite,239,3,Travel Agency,India
2024-07-28,7,28,Deluxe,318,5,Walk-in,UK
2024-07-28,7,28,Single,90,2,Online,France
2024-07-28,7,28,Suite,206,3,Corporate,Australia
2024-07-28,7,28,Deluxe,339,4,Corporate,Japan
2024-07-28,7,28,Double,141,1,Travel Agency,Germany
2024-07-28,7,28,Double,118,2,Travel Agency,Canada
2024-07-28,7,28,Suite,262,1,Corporate,Canada
2024-07-28,7,28,Single,56,1,Corporate,France
2024-07-28,7,28,Single,80,4,Corporate,Germany
2024-07-28,7,28,Suite,255,2,Online,India
2024-07-28,7,28,Single,74,5,Travel Agency,Australia
2024-07-28,7,28,Suite,223,5,Corporate,USA
2024-07-28,7,28,Double,114,4,Walk-in,USA
2024-07-28,7,28,Single,64,4,Travel Agency,Japan
2024-07-28,7,28,Single,84,2,Online,Japan
2024-07-28,7,28,Double,113,1,Walk-in,Australia
2024-07-28,7,28,Double,119,3,Corporate,India
2024-07-29,7,29,Suite,232,3,Corporate,Japan
2024-07-29,7,29,Suite,178,5,Travel Agency,Japan
2024-07-29,7,29,Suite,247,5,Online,UK
2024-07-29,7,29,Single,82,4,Corporate,UK
2024-07-29,7,29,Double,124,4,Travel Agency,Germany
2024-07-29,7,29,Deluxe,306,4,Travel Agency,India
2024-07-29,7,29,Deluxe,329,4,Online,UK
2024-07-29,7,29,Double,84,4,Travel Agency,Japan
2024-07-29,7,29,Double,111,4,Corporate,UK
2024-07-29,7,29,Suite,199,5,Corporate,Australia
2024-07-29,7,29,Double,108,3,Walk-in,UK
2024-07-29,7,29,Suite,152,1,Walk-in,Japan
2024-07-29,7,29,Suite,185,4,Walk-in,India
2024-07-30,7,30,Single,80,3,Online,Canada
2024-07-30,7,30,Deluxe,266,5,Walk-in,UK
2024-07-30,7,30,Single,96,5,Online,Australia
2024-07-30,7,30,Deluxe,356,2,Online,Canada
2024-07-30,7,30,Double,96,1,Online,Canada
2024-07-30,7,30,Suite,168,1,Corporate,Australia
2024-07-30,7,30,Suite,151,5,Travel Agency,France
2024-07-30,7,30,Deluxe,387,2,Corporate,USA
2024-07-30,7,30,Single,65,4,Online,Canada
2024-07-30,7,30,Single,82,1,Online,Canada
2024-07-30,7,30,Single,81,3,Online,USA
2024-07-30,7,30,Single,90,1,Walk-in,Japan
2024-07-30,7,30,Suite,198,5,Online,France
2024-07-31,7,31,Deluxe,345,4,Online,France
2024-07-31,7,31,Single,54,3,Online,Japan
2024-07-31,7,31,Single,65,1,Corporate,Canada
2024-07-31,7,31,Single,66,3,Online,Japan
2024-07-31,7,31,Double,96,2,Walk-in,Germany
2024-07-31,7,31,Deluxe,399,4,Travel Agency,UK
2024-07-31,7,31,Single,78,3,Online,USA
2024-07-31,7,31,Double,130,3,Travel Agency,Canada
2024-07-31,7,31,Double,113,3,Online,Germany
2024-07-31,7,31,Single,66,1,Corporate,Australia
2024-07-31,7,31,Suite,199,5,Travel Agency,Japan
2024-08-01,8,1,Double,110,2,Walk-in,India
2024-08-01,8,1,Deluxe,346,5,Travel Agency,USA
2024-08-01,8,1,Suite,188,1,Walk-in,France
2024-08-01,8,1,Suite,265,1,Online,Germany
2024-08-01,8,1,Suite,232,2,Corporate,UK
2024-08-01,8,1,Deluxe,275,3,Online,Canada
2024-08-01,8,1,Deluxe,286,4,Corporate,India
2024-08-01,8,1,Deluxe,207,4,Corporate,Germany
2024-08-01,8,1,Deluxe,288,3,Walk-in,France
2024-08-01,8,1,Double,137,5,Corporate,Germany
2024-08-02,8,2,Suite,150,4,Online,Japan
2024-08-02,8,2,Double,117,3,Travel Agency,USA
2024-08-02,8,2,Suite,151,5,Walk-in,UK
2024-08-02,8,2,Single,91,4,Travel Agency,India
2024-08-02,8,2,Deluxe,399,3,Corporate,UK
2024-08-02,8,2,Double,117,1,Travel Agency,India
2024-08-02,8,2,Deluxe,354,2,Walk-in,Australia
2024-08-02,8,2,Double,128,5,Online,France
2024-08-02,8,2,Deluxe,248,1,Walk-in,Japan
2024-08-02,8,2,Suite,224,2,Online,UK
2024-08-02,8,2,Double,114,1,Corporate,France
2024-08-03,8,3,Double,105,3,Online,Germany
2024-08-03,8,3,Suite,282,1,Online,Canada
2024-08-03,8,3,Suite,213,2,Corporate,India
2024-08-03,8,3,Deluxe,320,5,Corporate,Germany
2024-08-03,8,3,Double,142,3,Walk-in,Japan
2024-08-03,8,3,Deluxe,301,4,Corporate,Australia
2024-08-03,8,3,Suite,164,3,Online,Canada
2024-08-03,8,3,Single,76,2,Corporate,France
2024-08-03,8,3,Single,70,4,Online,Japan
2024-08-03,8,3,Suite,222,4,Corporate,Australia
2024-08-03,8,3,Suite,249,1,Walk-in,Germany
2024-08-03,8,3,Suite,271,1,Corporate,USA
2024-08-03,8,3,Double,127,5,Walk-in,Canada
2024-08-03,8,3,Single,57,5,Walk-in,Japan
2024-08-03,8,3,Single,61,5,Corporate,Germany
2024-08-03,8,3,Single,70,2,Walk-in,Japan
2024-08-04,8,4,Suite,194,4,Walk-in,UK
2024-08-04,8,4,Suite,208,3,Walk-in,UK
2024-08-04,8,4,Single,67,5,Travel Agency,UK
2024-08-04,8,4,Double,103,3,Corporate,Canada
2024-08-04,8,4,Single,92,1,Online,India
2024-08-04,8,4,Double,96,4,Walk-in,Canada
2024-08-04,8,4,Double,150,4,Corporate,India
2024-08-04,8,4,Double,150,1,Walk-in,Canada
2024-08-04,8,4,Double,94,1,Travel Agency,Canada
2024-08-04,8,4,Single,74,3,Corporate,India
2024-08-04,8,4,Deluxe,307,4,Corporate,India
2024-08-04,8,4,Single,72,1,Travel Agency,France
2024-08-04,8,4,Deluxe,306,4,Corporate,USA
2024-08-04,8,4,Double,99,4,Travel Agency,UK
2024-08-04,8,4,Deluxe,292,1,Travel Agency,USA
2024-08-04,8,4,Suite,190,5,Corporate,USA
2024-08-04,8,4,Suite,222,1,Walk-in,Canada
2024-08-04,8,4,Deluxe,372,5,Travel Agency,UK
2024-08-05,8,5,Single,67,3,Corporate,France
2024-08-05,8,5,Double,138,4,Travel Agency,Japan
2024-08-05,8,5,Double,150,3,Travel Agency,UK
2024-08-05,8,5,Single,96,4,Travel Agency,Australia
2024-08-05,8,5,Single,55,2,Corporate,Japan
2024-08-05,8,5,Deluxe,213,4,Online,France
2024-08-05,8,5,Single,71,1,Walk-in,Australia
2024-08-05,8,5,Double,84,3,Online,India
2024-08-05,8,5,Suite,164,4,Travel Agency,India
2024-08-05,8,5,Double,85,5,Corporate,Canada
2024-08-05,8,5,Suite,287,3,Online,USA
2024-08-05,8,5,Suite,296,3,Online,India
2024-08-05,8,5,Suite,165,4,Travel Agency,India
2024-08-06,8,6,Single,89,4,Online,UK
2024-08-06,8,6,Single,62,5,Travel Agency,India
2024-08-06,8,6,Double,116,1,Walk-in,Germany
2024-08-06,8,6,Double,103,4,Corporate,Germany
2024-08-06,8,6,Suite,203,5,Online,Germany
2024-08-06,8,6,Double,88,4,Online,Japan
2024-08-06,8,6,Single,100,3,Travel Agency,UK
2024-08-06,8,6,Suite,205,4,Travel Agency,USA
2024-08-06,8,6,Suite,214,3,Corporate,USA
2024-08-06,8,6,Suite,199,4,Online,Japan
2024-08-06,8,6,Double,113,3,Corporate,India
2024-08-06,8,6,Double,137,1,Travel Agency,Australia
2024-08-07,8,7,Single,73,2,Travel Agency,Germany
2024-08-07,8,7,Suite,258,3,Travel Agency,India
2024-08-07,8,7,Suite,249,1,Corporate,Australia
2024-08-07,8,7,Deluxe,355,4,Travel Agency,USA
2024-08-07,8,7,Suite,255,5,Walk-in,UK
2024-08-07,8,7,Single,57,2,Walk-in,Germany
2024-08-07,8,7,Suite,233,2,Walk-in,UK
2024-08-07,8,7,Suite,204,4,Walk-in,France
2024-08-07,8,7,Double,102,4,Travel Agency,Canada
2024-08-07,8,7,Single,74,4,Travel Agency,Germany
2024-08-07,8,7,Deluxe,265,4,Travel Agency,Germany
2024-08-07,8,7,Deluxe,245,3,Walk-in,UK
2024-08-08,8,8,Deluxe,212,5,Online,Japan
2024-08-08,8,8,Single,81,2,Online,India
2024-08-08,8,8,Suite,247,1,Walk-in,UK
2024-08-08,8,8,Suite,173,5,Walk-in,Japan
2024-08-08,8,8,Suite,163,5,Online,India
2024-08-08,8,8,Deluxe,357,1,Corporate,Germany
2024-08-08,8,8,Single,65,4,Online,Germany
2024-08-08,8,8,Suite,235,3,Online,France
2024-08-08,8,8,Deluxe,271,5,Walk-in,USA
2024-08-08,8,8,Double,117,3,Online,Japan
2024-08-08,8,8,Single,98,1,Online,Canada
2024-08-08,8,8,Suite,216,4,Online,UK
2024-08-08,8,8,Deluxe,390,4,Travel Agency,India
2024-08-08,8,8,Deluxe,312,1,Travel Agency,India
2024-08-08,8,8,Single,54,2,Online,Canada
2024-08-08,8,8,Deluxe,378,2,Online,France
2024-08-09,8,9,Double,97,4,Travel Agency,Japan
2024-08-09,8,9,Suite,189,1,Travel Agency,USA
2024-08-09,8,9,Single,68,2,Walk-in,Canada
2024-08-09,8,9,Suite,273,2,Walk-in,France
2024-08-09,8,9,Deluxe,376,2,Walk-in,India
2024-08-09,8,9,Double,96,1,Corporate,India
2024-08-09,8,9,Single,92,3,Walk-in,Canada
2024-08-09,8,9,Suite,224,5,Corporate,Germany
2024-08-09,8,9,Double,124,3,Corporate,Japan
2024-08-09,8,9,Suite,216,5,Online,UK
2024-08-09,8,9,Single,98,2,Walk-in,Canada
2024-08-09,8,9,Deluxe,244,3,Travel Agency,France
2024-08-10,8,10,Suite,151,3,Walk-in,Germany
2024-08-10,8,10,Double,92,3,Walk-in,USA
2024-08-10,8,10,Single,83,5,Walk-in,France
2024-08-10,8,10,Single,84,5,Travel Agency,Canada
2024-08-10,8,10,Deluxe,376,5,Travel Agency,Germany
2024-08-10,8,10,Single,78,2,Online,USA
2024-08-10,8,10,Single,80,5,Corporate,Germany
2024-08-10,8,10,Double,125,3,Corporate,UK
2024-08-10,8,10,Single,92,3,Travel Agency,UK
2024-08-10,8,10,Double,150,3,Travel Agency,Australia
2024-08-10,8,10,Single,67,5,Walk-in,Germany
2024-08-10,8,10,Suite,159,5,Walk-in,Germany
2024-08-10,8,10,Suite,265,3,Online,UK
2024-08-10,8,10,Single,55,5,Travel Agency,France
2024-08-10,8,10,Double,143,4,Travel Agency,Germany
2024-08-10,8,10,Single,71,1,Corporate,India
2024-08-10,8,10,Deluxe,209,2,Walk-in,India
2024-08-10,8,10,Suite,292,2,Corporate,Japan
2024-08-11,8,11,Deluxe,263,3,Corporate,USA
2024-08-11,8,11,Double,114,5,Walk-in,Canada
2024-08-11,8,11,Single,85,5,Online,France
2024-08-11,8,11,Deluxe,282,4,Corporate,USA
2024-08-11,8,11,Suite,164,3,Online,France
2024-08-11,8,11,Suite,189,5,Travel Agency,USA
2024-08-11,8,11,Suite,191,3,Travel Agency,Australia
2024-08-11,8,11,Suite,253,2,Walk-in,Japan
2024-08-11,8,11,Double,109,5,Travel Agency,Australia
2024-08-11,8,11,Deluxe,321,5,Online,India
